,Id,StrategyId,TradingObject,Freq
2811,DLy_ZZCF@192.168.1.17@32021,Cn.Com.U17.CPA@CnCom.Id107207.AgricultureD,"DLy_ZZCF,DLy,ZZCF",0.001
2812,DLy_ZZCF@192.168.1.17@41016,Cn.Com.60B.CPA@CnCom.Id107217.A,"DLy_ZZCF,DLy,ZZCF",0.001
2813,DLy_ZZCF@192.168.1.17@54107,Cn.Com.U16.CPA@CnCom.Id107201.A,"DLy_ZZCF,DLy,ZZCF",0.0
2814,DLy_ZZCF@192.168.1.51@27017,Cn.Com.60B.CPA@CnCom.Id107001.7929A,"DLy_ZZCF,DLy,ZZCF",0.003
2815,DLy_ZZCF@192.168.1.51@32117,Cn.Com.60B.CPA@CnCom.Id107219.A,"DLy_ZZCF,DLy,ZZCF",0.006
2816,DLy_ZZCF@192.168.1.53@20332,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"DLy_ZZCF,DLy,ZZCF",0.172
2817,DLy_ZZCF@192.168.1.53@41104,Cn.Com.U16.CPA@CnCom.Id107205.A,"DLy_ZZCF,DLy,ZZCF",0.001
2818,DLy_ZZCF@192.168.1.53@42114,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"DLy_ZZCF,DLy,ZZCF",0.001
2819,DLy_ZZOI@192.168.1.11@41005,Cn.All.60B.PairX(MFA)@Cn.Id807015.MFA_CnComV6,"DLy_ZZOI,DLy,ZZOI",0.13
2820,DLy_ZZOI@192.168.1.11@43005,Cn.All.60B.PairX(MFA)@Cn.Id807015.MFA_CnComV6N,"DLy_ZZOI,DLy,ZZOI",0.059
2821,DLy_ZZOI@192.168.1.12@33106,Cn.Com.60B.CPA@CnCom.Id107216.C_A,"DLy_ZZOI,DLy,ZZOI",0.001
2822,DLy_ZZOI@192.168.1.15@55609,China.CPA.Pf81,"DLy_ZZOI,DLy,ZZOI",0.004
2823,DLy_ZZOI@192.168.1.15@61104,Cn.Com.60B.CPA@CnCom.Id807041.A,"DLy_ZZOI,DLy,ZZOI",0.007
2824,DLy_ZZOI@192.168.1.16@42015,Cn.Com.U20.CPA@CnCom.Id107222.IEA,"DLy_ZZOI,DLy,ZZOI",0.001
2825,DLy_ZZOI@192.168.1.16@62108,Cn.Com.U16.CPA@CnCom.Id107203.D_A,"DLy_ZZOI,DLy,ZZOI",0.002
2826,DLy_ZZOI@192.168.1.17@29057,China.Commodities.Id107206.PB,"DLy_ZZOI,DLy,ZZOI",0.001
2827,DLy_ZZOI@192.168.1.17@41017,Cn.Com.60B.CPA@CnCom.Id107217.A,"DLy_ZZOI,DLy,ZZOI",0.003
2828,DLy_ZZOI@192.168.1.18@24050,China.Cpa.929_80,"DLy_ZZOI,DLy,ZZOI",0.003
2829,DLy_ZZOI@192.168.1.18@34010,Cn.All.60B.PairX(MFA)@CnCom.PairEx.MFA807025,"DLy_ZZOI,DLy,ZZOI",0.14
2830,DLy_ZZOI@192.168.1.30@25109,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T0_A,"DLy_ZZOI,DLy,ZZOI",0.022
2831,DLy_ZZOI@192.168.1.30@26109,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T1_A,"DLy_ZZOI,DLy,ZZOI",0.02
2832,DLy_ZZOI@192.168.1.33@33130,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"DLy_ZZOI,DLy,ZZOI",0.0
2833,DLy_ZZOI@192.168.1.51@16123,Cn.Com.U25.CPA@CnCom.Id107220.PMC_A,"DLy_ZZOI,DLy,ZZOI",0.004
2834,DLy_ZZOI@192.168.1.51@27018,Cn.Com.60B.CPA@CnCom.Id107001.7929A,"DLy_ZZOI,DLy,ZZOI",0.003
2835,DLy_ZZOI@192.168.1.53@20333,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"DLy_ZZOI,DLy,ZZOI",0.188
2836,DLy_ZZOI@192.168.1.53@36613,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComS3L1,"DLy_ZZOI,DLy,ZZOI",0.234
2837,DLy_ZZOI@192.168.1.53@36614,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComS3L1,"DLy_ZZOI,DLy,ZZOI",0.091
2838,DLy_ZZOI@192.168.1.53@42326,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"DLy_ZZOI,DLy,ZZOI",0.001
2839,DLy_ZZOI@192.168.1.53@42408,Cn.Com.U22.CPA@CnCom.Id107215.APD2,"DLy_ZZOI,DLy,ZZOI",0.005
2840,DLy_ZZOI@192.168.1.61@27105,Cn.Com.60B.CPA@CnCom.Id107217.M_A,"DLy_ZZOI,DLy,ZZOI",0.001
2841,DLy_ZZOI@192.168.1.61@31026,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"DLy_ZZOI,DLy,ZZOI",0.154
2842,DLy_ZZRM@192.168.1.11@23511,Cn.Com.U16.CPA@CnCom.Id107226.A,"DLy_ZZRM,DLy,ZZRM",0.003
2843,DLy_ZZRM@192.168.1.11@39129,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"DLy_ZZRM,DLy,ZZRM",0.002
2844,DLy_ZZRM@192.168.1.14@43419,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"DLy_ZZRM,DLy,ZZRM",0.003
2845,DLy_ZZRM@192.168.1.15@55610,China.CPA.Pf81,"DLy_ZZRM,DLy,ZZRM",0.004
2846,DLy_ZZRM@192.168.1.16@55018,Cn.Com.60B.CPA@CnCom.Id107218.A,"DLy_ZZRM,DLy,ZZRM",0.004
2847,DLy_ZZRM@192.168.1.16@62109,Cn.Com.U16.CPA@CnCom.Id107203.D_A,"DLy_ZZRM,DLy,ZZRM",0.003
2848,DLy_ZZRM@192.168.1.17@25054,China.Commodities.Id107206.CB,"DLy_ZZRM,DLy,ZZRM",0.0
2849,DLy_ZZRM@192.168.1.17@26036,China.Commodities.Id107206.MA,"DLy_ZZRM,DLy,ZZRM",
2850,DLy_ZZRM@192.168.1.17@27044,China.Commodities.Id107206.MB,"DLy_ZZRM,DLy,ZZRM",0.001
2851,DLy_ZZRM@192.168.1.17@29058,China.Commodities.Id107206.PB,"DLy_ZZRM,DLy,ZZRM",0.001
2852,DLy_ZZRM@192.168.1.17@30046,China.Commodities.Id107206.PA,"DLy_ZZRM,DLy,ZZRM",
2853,DLy_ZZRM@192.168.1.17@41018,Cn.Com.60B.CPA@CnCom.Id107217.A,"DLy_ZZRM,DLy,ZZRM",0.002
2854,DLy_ZZRM@192.168.1.17@55110,Cn.Com.U16.CPA@CnCom.Id107204.A,"DLy_ZZRM,DLy,ZZRM",0.003
2855,DLy_ZZRM@192.168.1.18@24051,China.Cpa.929_80,"DLy_ZZRM,DLy,ZZRM",0.006
2856,DLy_ZZRM@192.168.1.33@33131,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"DLy_ZZRM,DLy,ZZRM",0.0
2857,DLy_ZZRM@192.168.1.51@27019,Cn.Com.60B.CPA@CnCom.Id107001.7929A,"DLy_ZZRM,DLy,ZZRM",0.006
2858,DLy_ZZRM@192.168.1.51@32118,Cn.Com.60B.CPA@CnCom.Id107219.A,"DLy_ZZRM,DLy,ZZRM",0.006
2859,DLy_ZZRM@192.168.1.53@31029,China.Commodities.Id107204,"DLy_ZZRM,DLy,ZZRM",0.003
2860,DLy_ZZRM@192.168.1.53@42115,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"DLy_ZZRM,DLy,ZZRM",0.002
2861,DLy_ZZRM@192.168.1.53@42327,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"DLy_ZZRM,DLy,ZZRM",0.001
2862,DLy_ZZSM@192.168.1.12@34163,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLy_ZZSM,DLy,ZZSM",0.005
2863,DLy_ZZSR@192.168.1.14@43120,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"DLy_ZZSR,DLy,ZZSR",0.001
2864,DLy_ZZSR@192.168.1.15@61105,Cn.Com.60B.CPA@CnCom.Id807041.A,"DLy_ZZSR,DLy,ZZSR",0.011
2865,DLy_ZZSR@192.168.1.16@41007,Cn.Com.U19.CPA@CnCom.Id107208.COT9,"DLy_ZZSR,DLy,ZZSR",0.001
2866,DLy_ZZSR@192.168.1.16@42016,Cn.Com.U20.CPA@CnCom.Id107222.IEA,"DLy_ZZSR,DLy,ZZSR",0.001
2867,DLy_ZZSR@192.168.1.17@32022,Cn.Com.U17.CPA@CnCom.Id107207.AgricultureD,"DLy_ZZSR,DLy,ZZSR",0.001
2868,DLy_ZZSR@192.168.1.17@41019,Cn.Com.60B.CPA@CnCom.Id107217.A,"DLy_ZZSR,DLy,ZZSR",0.001
2869,DLy_ZZSR@192.168.1.33@33132,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"DLy_ZZSR,DLy,ZZSR",0.0
2870,DLy_ZZSR@192.168.1.34@28604,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"DLy_ZZSR,DLy,ZZSR",0.05
2871,DLy_ZZSR@192.168.1.53@20334,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"DLy_ZZSR,DLy,ZZSR",0.175
2872,DLy_ZZSR@192.168.1.53@36615,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComS3L1,"DLy_ZZSR,DLy,ZZSR",0.141
2873,DLy_ZZSR@192.168.1.53@36616,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComS3L1,"DLy_ZZSR,DLy,ZZSR",0.058
2874,DLy_ZZSR@192.168.1.53@42116,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"DLy_ZZSR,DLy,ZZSR",0.001
2875,DLy_ZZSR@192.168.1.61@31027,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"DLy_ZZSR,DLy,ZZSR",0.135
2876,EDOBTCBN_ADABTCBN@192.168.1.52@52219,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"EDOBTCBN_ADABTCBN,EDOBTCBN,ADABTCBN",0.129
2877,EDOBTCBN_ADABTCBN@192.168.1.61@22025,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"EDOBTCBN_ADABTCBN,EDOBTCBN,ADABTCBN",0.132
2878,EDOBTCBN_EOSBTCBN@192.168.1.61@22026,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"EDOBTCBN_EOSBTCBN,EDOBTCBN,EOSBTCBN",0.159
2879,EDOBTCBN_ETHBTCBN@192.168.1.52@52220,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"EDOBTCBN_ETHBTCBN,EDOBTCBN,ETHBTCBN",0.139
2880,EDOBTCBN_ETHBTCBN@192.168.1.61@22027,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"EDOBTCBN_ETHBTCBN,EDOBTCBN,ETHBTCBN",0.157
2881,ENGBTCBN_ADABTCBN@192.168.1.15@64217,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"ENGBTCBN_ADABTCBN,ENGBTCBN,ADABTCBN",0.12
2882,ENGBTCBN_ADABTCBN@192.168.1.61@21016,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"ENGBTCBN_ADABTCBN,ENGBTCBN,ADABTCBN",0.131
2883,ENGBTCBN_EOSBTCBN@192.168.1.61@21017,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"ENGBTCBN_EOSBTCBN,ENGBTCBN,EOSBTCBN",0.135
2884,ENGBTCBN_ETHBTCBN@192.168.1.15@64218,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"ENGBTCBN_ETHBTCBN,ENGBTCBN,ETHBTCBN",0.114
2885,ENGBTCBN_ETHBTCBN@192.168.1.61@21018,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"ENGBTCBN_ETHBTCBN,ENGBTCBN,ETHBTCBN",0.115
2886,ENJBTCBN_ADABTCBN@192.168.1.15@64219,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"ENJBTCBN_ADABTCBN,ENJBTCBN,ADABTCBN",0.167
2887,ENJBTCBN_ADABTCBN@192.168.1.61@21019,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"ENJBTCBN_ADABTCBN,ENJBTCBN,ADABTCBN",0.171
2888,ENJBTCBN_EOSBTCBN@192.168.1.61@21020,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"ENJBTCBN_EOSBTCBN,ENJBTCBN,EOSBTCBN",0.187
2889,ENJBTCBN_ETHBTCBN@192.168.1.15@64220,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"ENJBTCBN_ETHBTCBN,ENJBTCBN,ETHBTCBN",0.168
2890,ENJBTCBN_ETHBTCBN@192.168.1.61@21021,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"ENJBTCBN_ETHBTCBN,ENJBTCBN,ETHBTCBN",0.192
2891,EOSBMX@192.168.1.53@20203,Global.BMX.60B.Pattern@BMX.Id007929.T2N_XxxC0_2,EOSBMX,0.0
2892,EOSBMX_ADABMX@192.168.1.15@64303,Global.BMX.60B.PairX(MFA)@BMX.Id807045.XxxBtc_L1,"EOSBMX_ADABMX,EOSBMX,ADABMX",0.698
2893,EOSBMX_ADABTCBN@192.168.1.52@52301,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"EOSBMX_ADABTCBN,EOSBMX,ADABTCBN",0.179
2894,EOSBMX_ADABTCBN@192.168.1.52@52302,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"EOSBMX_ADABTCBN,EOSBMX,ADABTCBN",0.087
2895,EOSBMX_ADABTCBN@192.168.1.52@52303,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"EOSBMX_ADABTCBN,EOSBMX,ADABTCBN",0.04
2896,EOSBMX_ADABTCBN@192.168.1.52@52401,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"EOSBMX_ADABTCBN,EOSBMX,ADABTCBN",0.164
2897,EOSBMX_ADABTCBN@192.168.1.52@52402,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"EOSBMX_ADABTCBN,EOSBMX,ADABTCBN",0.106
2898,EOSBMX_ADABTCBN@192.168.1.52@52403,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"EOSBMX_ADABTCBN,EOSBMX,ADABTCBN",0.073
2899,EOSBMX_EOSBTCBN@192.168.1.11@5204,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.841
2900,EOSBMX_EOSBTCBN@192.168.1.11@5205,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.468
2901,EOSBMX_EOSBTCBN@192.168.1.11@5206,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.279
2902,EOSBMX_EOSBTCBN@192.168.1.11@52104,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.367
2903,EOSBMX_EOSBTCBN@192.168.1.11@52105,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.199
2904,EOSBMX_EOSBTCBN@192.168.1.11@52106,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.118
2905,EOSBMX_EOSBTCBN@192.168.1.52@52504,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",1.161
2906,EOSBMX_EOSBTCBN@192.168.1.52@52505,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.732
2907,EOSBMX_EOSBTCBN@192.168.1.52@52506,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"EOSBMX_EOSBTCBN,EOSBMX,EOSBTCBN",0.545
2908,EOSBMX_LTCBMX@192.168.1.30@27009,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"EOSBMX_LTCBMX,EOSBMX,LTCBMX",1.098
2909,EOSBMX_LTCBTCBN@192.168.1.52@52304,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"EOSBMX_LTCBTCBN,EOSBMX,LTCBTCBN",0.149
2910,EOSBMX_LTCBTCBN@192.168.1.52@52305,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"EOSBMX_LTCBTCBN,EOSBMX,LTCBTCBN",0.079
2911,EOSBMX_LTCBTCBN@192.168.1.52@52306,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"EOSBMX_LTCBTCBN,EOSBMX,LTCBTCBN",0.035
2912,EOSBMX_TRXBMX@192.168.1.30@27010,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"EOSBMX_TRXBMX,EOSBMX,TRXBMX",0.593
2913,ES_HHI@192.168.1.14@26101,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"ES_HHI,ES,HHI",0.073
2914,ES_HSI@192.168.1.14@26102,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"ES_HSI,ES,HSI",0.069
2915,ES_KOSPI@192.168.1.14@26103,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"ES_KOSPI,ES,KOSPI",0.075
2916,ES_SgxCN@192.168.1.14@26104,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"ES_SgxCN,ES,SgxCN",0.06
2917,ETCUSDTBN_EOSUSDTBN@192.168.1.15@64002,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"ETCUSDTBN_EOSUSDTBN,ETCUSDTBN,EOSUSDTBN",0.376
2918,ETHBMX@192.168.1.53@20204,Global.BMX.60B.Pattern@BMX.Id007929.T2N_XxxC0_2,ETHBMX,0.0
2919,ETHBMX_ADABTCBN@192.168.1.52@52307,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"ETHBMX_ADABTCBN,ETHBMX,ADABTCBN",0.098
2920,ETHBMX_ADABTCBN@192.168.1.52@52308,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"ETHBMX_ADABTCBN,ETHBMX,ADABTCBN",0.04
2921,ETHBMX_ADABTCBN@192.168.1.52@52309,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"ETHBMX_ADABTCBN,ETHBMX,ADABTCBN",0.021
2922,ETHBMX_ADABTCBN@192.168.1.52@52404,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"ETHBMX_ADABTCBN,ETHBMX,ADABTCBN",0.121
2923,ETHBMX_ADABTCBN@192.168.1.52@52405,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"ETHBMX_ADABTCBN,ETHBMX,ADABTCBN",0.072
2924,ETHBMX_ADABTCBN@192.168.1.52@52406,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"ETHBMX_ADABTCBN,ETHBMX,ADABTCBN",0.042
2925,ETHBMX_ETHBTCBN@192.168.1.11@5207,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.751
2926,ETHBMX_ETHBTCBN@192.168.1.11@5208,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.39
2927,ETHBMX_ETHBTCBN@192.168.1.11@5209,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.238
2928,ETHBMX_ETHBTCBN@192.168.1.11@52107,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.398
2929,ETHBMX_ETHBTCBN@192.168.1.11@52108,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.175
2930,ETHBMX_ETHBTCBN@192.168.1.11@52109,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.489
2931,ETHBMX_ETHBTCBN@192.168.1.52@52507,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.675
2932,ETHBMX_ETHBTCBN@192.168.1.52@52508,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.44
2933,ETHBMX_ETHBTCBN@192.168.1.52@52509,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"ETHBMX_ETHBTCBN,ETHBMX,ETHBTCBN",0.388
2934,ETHBMX_LTCBMX@192.168.1.30@27011,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"ETHBMX_LTCBMX,ETHBMX,LTCBMX",1.162
2935,ETHBMX_LTCBTCBN@192.168.1.52@52407,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"ETHBMX_LTCBTCBN,ETHBMX,LTCBTCBN",0.194
2936,ETHBMX_LTCBTCBN@192.168.1.52@52408,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"ETHBMX_LTCBTCBN,ETHBMX,LTCBTCBN",0.127
2937,ETHBMX_LTCBTCBN@192.168.1.52@52409,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxXBnL1,"ETHBMX_LTCBTCBN,ETHBMX,LTCBTCBN",0.077
2938,ETHBMX_XRPBTCBN@192.168.1.52@52310,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"ETHBMX_XRPBTCBN,ETHBMX,XRPBTCBN",0.105
2939,ETHBMX_XRPBTCBN@192.168.1.52@52311,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"ETHBMX_XRPBTCBN,ETHBMX,XRPBTCBN",0.056
2940,ETHBMX_XRPBTCBN@192.168.1.52@52312,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxXBnV9L1,"ETHBMX_XRPBTCBN,ETHBMX,XRPBTCBN",0.03
2941,ETHUSDTBN_EOSUSDTBN@192.168.1.15@64003,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"ETHUSDTBN_EOSUSDTBN,ETHUSDTBN,EOSUSDTBN",0.393
2942,EVXBTCBN_ADABTCBN@192.168.1.15@64221,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"EVXBTCBN_ADABTCBN,EVXBTCBN,ADABTCBN",0.133
2943,EVXBTCBN_ADABTCBN@192.168.1.61@21022,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"EVXBTCBN_ADABTCBN,EVXBTCBN,ADABTCBN",0.126
2944,EVXBTCBN_EOSBTCBN@192.168.1.61@21023,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"EVXBTCBN_EOSBTCBN,EVXBTCBN,EOSBTCBN",0.127
2945,EVXBTCBN_ETHBTCBN@192.168.1.15@64222,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"EVXBTCBN_ETHBTCBN,EVXBTCBN,ETHBTCBN",0.158
2946,EVXBTCBN_ETHBTCBN@192.168.1.61@21024,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"EVXBTCBN_ETHBTCBN,EVXBTCBN,ETHBTCBN",0.169
2947,FER@192.168.1.30@31001,Cn.Com.U18.CPA@CnCom.Id102009.M,FER,0.002
2948,FER@192.168.1.30@31002,Cn.Com.U18.CPA@CnCom.Id102009.M,FER,0.002
2949,FER@192.168.1.30@31003,Cn.Com.U18.CPA@CnCom.Id102009.M,FER,0.01
2950,FER@192.168.1.30@31004,Cn.Com.U18.CPA@CnCom.Id102009.M,FER,0.004
2951,FER@192.168.1.30@31005,Cn.Com.U18.CPA@CnCom.Id102009.M,FER,0.001
2952,FER@192.168.1.30@31006,Cn.Com.U18.CPA@CnCom.Id102009.M,FER,0.001
2953,FUELBTCBN_ADABTCBN@192.168.1.15@64223,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"FUELBTCBN_ADABTCBN,FUELBTCBN,ADABTCBN",0.107
2954,FUELBTCBN_ADABTCBN@192.168.1.61@21025,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"FUELBTCBN_ADABTCBN,FUELBTCBN,ADABTCBN",0.101
2955,FUELBTCBN_EOSBTCBN@192.168.1.61@21026,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"FUELBTCBN_EOSBTCBN,FUELBTCBN,EOSBTCBN",0.102
2956,FUELBTCBN_ETHBTCBN@192.168.1.15@64224,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"FUELBTCBN_ETHBTCBN,FUELBTCBN,ETHBTCBN",0.111
2957,FUELBTCBN_ETHBTCBN@192.168.1.61@21027,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"FUELBTCBN_ETHBTCBN,FUELBTCBN,ETHBTCBN",0.124
2958,FUNBTCBN_ADABTCBN@192.168.1.15@64225,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"FUNBTCBN_ADABTCBN,FUNBTCBN,ADABTCBN",0.147
2959,FUNBTCBN_ADABTCBN@192.168.1.61@21028,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"FUNBTCBN_ADABTCBN,FUNBTCBN,ADABTCBN",0.144
2960,FUNBTCBN_EOSBTCBN@192.168.1.61@21029,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"FUNBTCBN_EOSBTCBN,FUNBTCBN,EOSBTCBN",0.159
2961,FUNBTCBN_ETHBTCBN@192.168.1.15@64226,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"FUNBTCBN_ETHBTCBN,FUNBTCBN,ETHBTCBN",0.159
2962,FUNBTCBN_ETHBTCBN@192.168.1.61@21030,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"FUNBTCBN_ETHBTCBN,FUNBTCBN,ETHBTCBN",0.191
2963,FUSDXBTBMX@192.168.1.11@30201,Global.BMX.60B.Pattern@BMX.Id007929.T2N_C0,FUSDXBTBMX,0.0
2964,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38101,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdIdxSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.013
