strategy,strategyId,trader,traderId
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,DLm@192.168.1.29@24803,DLm@192.168.1.18@51603
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,SQal@192.168.1.29@24804,SQal@192.168.1.18@51604
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,SQcu@192.168.1.29@24805,SQcu@192.168.1.18@51605
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,SQrb@192.168.1.29@24806,SQrb@192.168.1.18@51606
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,SQzn@192.168.1.29@24807,SQzn@192.168.1.18@51607
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,ZZSR@192.168.1.29@24808,ZZSR@192.168.1.18@51608
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,ZZTA@192.168.1.29@24809,ZZTA@192.168.1.18@51609
Cn.Com.U18.Pattern@CnCom.Id002033.16,Cn.Com.U18.Pattern@CnCom.Id002033.16,SQcu@192.168.1.29@25001,SQcu@192.168.1.18@52001
Cn.Com.U18.Pattern@CnCom.Id002033.16,Cn.Com.U18.Pattern@CnCom.Id002033.16,SQru@192.168.1.29@25002,SQru@192.168.1.18@52002
Cn.Com.U18.Pattern@CnCom.Id002033.16,Cn.Com.U18.Pattern@CnCom.Id002033.16,SQzn@192.168.1.29@25003,SQzn@192.168.1.18@52003
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,DLp@192.168.1.29@25201,DLp@192.168.1.18@52101
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,SQal@192.168.1.29@25202,SQal@192.168.1.18@52102
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,SQcu@192.168.1.29@25203,SQcu@192.168.1.18@52103
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,SQrb@192.168.1.29@25204,SQrb@192.168.1.18@52104
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,SQru@192.168.1.29@25205,SQru@192.168.1.18@52105
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,SQzn@192.168.1.29@25206,SQzn@192.168.1.18@52106
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,ZZCF@192.168.1.29@25207,ZZCF@192.168.1.18@52107
Cn.Com.U18.Pattern@CnCom.Id002033.18,Cn.Com.U18.Pattern@CnCom.Id002033.18,ZZSR@192.168.1.29@25208,ZZSR@192.168.1.18@52108
Cn.Com.U18.Pattern@CnCom.Id002033.20,Cn.Com.U18.Pattern@CnCom.Id002033.20,DLp@192.168.1.29@25401,DLp@192.168.1.18@52201
Cn.Com.U18.Pattern@CnCom.Id002033.20,Cn.Com.U18.Pattern@CnCom.Id002033.20,SQcu@192.168.1.29@25402,SQcu@192.168.1.18@52202
Cn.Com.U18.Pattern@CnCom.Id002033.20,Cn.Com.U18.Pattern@CnCom.Id002033.20,SQru@192.168.1.29@25403,SQru@192.168.1.18@52203
Cn.Com.U18.Pattern@CnCom.Id002033.20,Cn.Com.U18.Pattern@CnCom.Id002033.20,SQzn@192.168.1.29@25404,SQzn@192.168.1.18@52204
Cn.Com.U18.Pattern@CnCom.Id002033.20,Cn.Com.U18.Pattern@CnCom.Id002033.20,ZZCF@192.168.1.29@25405,ZZCF@192.168.1.18@52205
Cn.Com.U18.Pattern@CnCom.Id002033.20,Cn.Com.U18.Pattern@CnCom.Id002033.20,ZZSR@192.168.1.29@25406,ZZSR@192.168.1.18@52206
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,DLa@192.168.1.29@25601,DLa@192.168.1.18@52501
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,DLl@192.168.1.29@25602,DLl@192.168.1.18@52502
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,DLm@192.168.1.29@25603,DLm@192.168.1.18@52503
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,DLp@192.168.1.29@25604,DLp@192.168.1.18@52504
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,DLy@192.168.1.29@25605,DLy@192.168.1.18@52505
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,SQal@192.168.1.29@25606,SQal@192.168.1.18@52506
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,SQau2@192.168.1.29@25607,SQau2@192.168.1.18@52507
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,SQrb@192.168.1.29@25608,SQrb@192.168.1.18@52508
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,SQru@192.168.1.29@25609,SQru@192.168.1.18@52509
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,SQzn@192.168.1.29@25610,SQzn@192.168.1.18@52510
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,ZZCF@192.168.1.29@25611,ZZCF@192.168.1.18@52511
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,ZZSR@192.168.1.29@25612,ZZSR@192.168.1.18@52512
Cn.Com.U18.Pattern@CnCom.Id002033.30,Cn.Com.U18.Pattern@CnCom.Id002033.30,ZZTA@192.168.1.29@25613,ZZTA@192.168.1.18@52513
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,DLa@192.168.1.29@25801,DLa@192.168.1.18@52601
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,DLm@192.168.1.29@25802,DLm@192.168.1.18@52602
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,DLv@192.168.1.29@25803,DLv@192.168.1.18@52603
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,DLy@192.168.1.29@25804,DLy@192.168.1.18@52604
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,SQau2@192.168.1.29@25805,SQau2@192.168.1.18@52605
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,SQcu@192.168.1.29@25806,SQcu@192.168.1.18@52606
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,SQrb@192.168.1.29@25807,SQrb@192.168.1.18@52607
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,SQru@192.168.1.29@25808,SQru@192.168.1.18@52608
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,SQzn@192.168.1.29@25809,SQzn@192.168.1.18@52609
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,ZZCF@192.168.1.29@25810,ZZCF@192.168.1.18@52610
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,ZZOI@192.168.1.29@25811,ZZOI@192.168.1.18@52611
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,ZZSR@192.168.1.29@25812,ZZSR@192.168.1.18@52612
Cn.Com.U18.Pattern@CnCom.Id002033.35,Cn.Com.U18.Pattern@CnCom.Id002033.35,ZZTA@192.168.1.29@25813,ZZTA@192.168.1.18@52613
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLa_DLm@192.168.1.29@26001,DLa_DLm@192.168.1.51@27001
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLa_DLp@192.168.1.29@26002,DLa_DLp@192.168.1.51@27002
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLa_DLy@192.168.1.29@26003,DLa_DLy@192.168.1.51@27003
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLa_ZZCF@192.168.1.29@26004,DLa_ZZCF@192.168.1.51@27004
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLa_ZZOI@192.168.1.29@26005,DLa_ZZOI@192.168.1.51@27005
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLa_ZZRM@192.168.1.29@26006,DLa_ZZRM@192.168.1.51@27006
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLc_ZZCF@192.168.1.29@26007,DLc_ZZCF@192.168.1.51@27007
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLm_DLp@192.168.1.29@26008,DLm_DLp@192.168.1.51@27008
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLm_DLy@192.168.1.29@26009,DLm_DLy@192.168.1.51@27009
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLm_ZZOI@192.168.1.29@26010,DLm_ZZOI@192.168.1.51@27010
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLm_ZZSR@192.168.1.29@26011,DLm_ZZSR@192.168.1.51@27011
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLp_DLcs@192.168.1.29@26012,DLp_DLcs@192.168.1.51@27012
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLp_DLy@192.168.1.29@26013,DLp_DLy@192.168.1.51@27013
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLp_ZZCF@192.168.1.29@26014,DLp_ZZCF@192.168.1.51@27014
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLp_ZZOI@192.168.1.29@26015,DLp_ZZOI@192.168.1.51@27015
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLp_ZZRM@192.168.1.29@26016,DLp_ZZRM@192.168.1.51@27016
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLy_ZZCF@192.168.1.29@26017,DLy_ZZCF@192.168.1.51@27017
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLy_ZZOI@192.168.1.29@26018,DLy_ZZOI@192.168.1.51@27018
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,DLy_ZZRM@192.168.1.29@26019,DLy_ZZRM@192.168.1.51@27019
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,ZZCF_ZZOI@192.168.1.29@26020,ZZCF_ZZOI@192.168.1.51@27020
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,ZZOI_ZZRM@192.168.1.29@26021,ZZOI_ZZRM@192.168.1.51@27021
Cn.Com.60B.CPA@CnCom.Id107001.7929A,Cn.Com.60B.CPA@CnCom.Id107001.7929A,ZZSR_ZZCF@192.168.1.29@26022,ZZSR_ZZCF@192.168.1.51@27022
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLi_DLj@192.168.1.29@26201,DLi_DLj@192.168.1.51@28001
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLi_DLjm@192.168.1.29@26202,DLi_DLjm@192.168.1.51@28002
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLi_SQrb@192.168.1.29@26203,DLi_SQrb@192.168.1.51@28003
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLi_ZZSF@192.168.1.29@26204,DLi_ZZSF@192.168.1.51@28004
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLj_DLjm@192.168.1.29@26205,DLj_DLjm@192.168.1.51@28005
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLj_SQhc@192.168.1.29@26206,DLj_SQhc@192.168.1.51@28006
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLj_SQrb@192.168.1.29@26207,DLj_SQrb@192.168.1.51@28007
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,DLj_ZZSF@192.168.1.29@26208,DLj_ZZSF@192.168.1.51@28008
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,SQrb_SQhc@192.168.1.29@26209,SQrb_SQhc@192.168.1.51@28009
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,SQrb_ZZSF@192.168.1.29@26210,SQrb_ZZSF@192.168.1.51@28010
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,SQrb_ZZTC@192.168.1.29@26211,SQrb_ZZTC@192.168.1.51@28011
Cn.Com.60B.CPA@CnCom.Id107001.7929B,Cn.Com.60B.CPA@CnCom.Id107001.7929B,ZZSF_ZZSM@192.168.1.29@26212,ZZSF_ZZSM@192.168.1.51@28012
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQal_SQbu@192.168.1.29@26401,SQal_SQbu@192.168.1.51@30001
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQal_SQrb@192.168.1.29@26402,SQal_SQrb@192.168.1.51@30002
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQau2_SQrb@192.168.1.29@26403,SQau2_SQrb@192.168.1.51@30003
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQau2_SQru@192.168.1.29@26404,SQau2_SQru@192.168.1.51@30004
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQcu_SQhc@192.168.1.29@26405,SQcu_SQhc@192.168.1.51@30005
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQcu_SQrb@192.168.1.29@26406,SQcu_SQrb@192.168.1.51@30006
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQhc_SQbu@192.168.1.29@26407,SQhc_SQbu@192.168.1.51@30007
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQni_SQau2@192.168.1.29@26408,SQni_SQau2@192.168.1.51@30008
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQni_SQhc@192.168.1.29@26409,SQni_SQhc@192.168.1.51@30009
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQni_SQru@192.168.1.29@26410,SQni_SQru@192.168.1.51@30010
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQni_SQsn@192.168.1.29@26411,SQni_SQsn@192.168.1.51@30011
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQrb_SQbu@192.168.1.29@26412,SQrb_SQbu@192.168.1.51@30012
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQrb_SQhc@192.168.1.29@26413,SQrb_SQhc@192.168.1.51@30013
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQsn_SQru@192.168.1.29@26414,SQsn_SQru@192.168.1.51@30014
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQzn_SQni@192.168.1.29@26415,SQzn_SQni@192.168.1.51@30015
Cn.Com.60B.CPA@CnCom.Id107001.7929S,Cn.Com.60B.CPA@CnCom.Id107001.7929S,SQzn_SQrb@192.168.1.29@26416,SQzn_SQrb@192.168.1.51@30016
Cn.Com.60B.CPA@CnCom.Id107216.C_A,Cn.Com.60B.CPA@CnCom.Id107216.C_A,DLc_DLy@192.168.1.29@26601,DLc_DLy@192.168.1.12@33101
Cn.Com.60B.CPA@CnCom.Id107216.C_A,Cn.Com.60B.CPA@CnCom.Id107216.C_A,DLm_DLcs@192.168.1.29@26602,DLm_DLcs@192.168.1.12@33102
Cn.Com.60B.CPA@CnCom.Id107216.C_A,Cn.Com.60B.CPA@CnCom.Id107216.C_A,DLp_DLjd@192.168.1.29@26603,DLp_DLjd@192.168.1.12@33103
Cn.Com.60B.CPA@CnCom.Id107216.C_A,Cn.Com.60B.CPA@CnCom.Id107216.C_A,DLp_DLy@192.168.1.29@26604,DLp_DLy@192.168.1.12@33104
Cn.Com.60B.CPA@CnCom.Id107216.C_A,Cn.Com.60B.CPA@CnCom.Id107216.C_A,DLy_ZZCF@192.168.1.29@26605,DLy_ZZCF@192.168.1.12@33105
Cn.Com.60B.CPA@CnCom.Id107216.C_A,Cn.Com.60B.CPA@CnCom.Id107216.C_A,DLy_ZZOI@192.168.1.29@26606,DLy_ZZOI@192.168.1.12@33106
Cn.Com.60B.CPA@CnCom.Id107216.C_A,Cn.Com.60B.CPA@CnCom.Id107216.C_A,ZZCF_ZZOI@192.168.1.29@26607,ZZCF_ZZOI@192.168.1.12@33107
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQcu_SQau2@192.168.1.29@26801,SQcu_SQau2@192.168.1.12@33401
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQni_SQsn@192.168.1.29@26802,SQni_SQsn@192.168.1.12@33402
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQrb_SQhc@192.168.1.29@26803,SQrb_SQhc@192.168.1.12@33403
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQrb_SQpb@192.168.1.29@26804,SQrb_SQpb@192.168.1.12@33404
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQsn_SQhc@192.168.1.29@26805,SQsn_SQhc@192.168.1.12@33405
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQsn_SQpb@192.168.1.29@26806,SQsn_SQpb@192.168.1.12@33406
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQsn_SQrb@192.168.1.29@26807,SQsn_SQrb@192.168.1.12@33407
Cn.Com.60B.CPA@CnCom.Id107216.C_M,Cn.Com.60B.CPA@CnCom.Id107216.C_M,SQzn_SQsn@192.168.1.29@26808,SQzn_SQsn@192.168.1.12@33408
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,DLa_ZZOI@192.168.1.29@27001,DLa_ZZOI@192.168.1.12@33501
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,DLa_ZZRM@192.168.1.29@27002,DLa_ZZRM@192.168.1.12@33502
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,DLjd_ZZSR@192.168.1.29@27003,DLjd_ZZSR@192.168.1.12@33503
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,DLm_ZZSR@192.168.1.29@27004,DLm_ZZSR@192.168.1.12@33504
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,DLp_DLcs@192.168.1.29@27005,DLp_DLcs@192.168.1.12@33505
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,DLp_ZZRM@192.168.1.29@27006,DLp_ZZRM@192.168.1.12@33506
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,ZZOI_ZZRM@192.168.1.29@27007,ZZOI_ZZRM@192.168.1.12@33507
Cn.Com.60B.CPA@CnCom.Id107216.D_A,Cn.Com.60B.CPA@CnCom.Id107216.D_A,ZZSR_ZZOI@192.168.1.29@27008,ZZSR_ZZOI@192.168.1.12@33508
Cn.Com.60B.CPA@CnCom.Id107217.M_M,Cn.Com.60B.CPA@CnCom.Id107217.M_M,SQcu_SQal@192.168.1.29@27201,SQcu_SQal@192.168.1.61@27401
Cn.Com.60B.CPA@CnCom.Id107217.M_M,Cn.Com.60B.CPA@CnCom.Id107217.M_M,SQsn_SQag@192.168.1.29@27202,SQsn_SQag@192.168.1.61@27402
Cn.Com.60B.CPA@CnCom.Id107217.M_M,Cn.Com.60B.CPA@CnCom.Id107217.M_M,SQsn_SQau2@192.168.1.29@27203,SQsn_SQau2@192.168.1.61@27403
Cn.Com.60B.CPA@CnCom.Id107217.M_M,Cn.Com.60B.CPA@CnCom.Id107217.M_M,SQsn_SQrb@192.168.1.29@27204,SQsn_SQrb@192.168.1.61@27404
Cn.Com.60B.CPA@CnCom.Id107217.M_M,Cn.Com.60B.CPA@CnCom.Id107217.M_M,SQzn_SQag@192.168.1.29@27205,SQzn_SQag@192.168.1.61@27405
Cn.Com.60B.CPA@CnCom.Id107217.M_M,Cn.Com.60B.CPA@CnCom.Id107217.M_M,SQzn_SQrb@192.168.1.29@27206,SQzn_SQrb@192.168.1.61@27406
Cn.Com.60B.CPA@CnCom.Id107217.M_M,Cn.Com.60B.CPA@CnCom.Id107217.M_M,SQzn_SQsn@192.168.1.29@27207,SQzn_SQsn@192.168.1.61@27407
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLa_DLp@192.168.1.29@27401,DLa_DLp@192.168.1.16@55001
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLa_ZZCF@192.168.1.29@27402,DLa_ZZCF@192.168.1.16@55002
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLa_ZZRM@192.168.1.29@27403,DLa_ZZRM@192.168.1.16@55003
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLa_ZZSR@192.168.1.29@27404,DLa_ZZSR@192.168.1.16@55004
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLc_ZZCF@192.168.1.29@27405,DLc_ZZCF@192.168.1.16@55005
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLc_ZZSR@192.168.1.29@27406,DLc_ZZSR@192.168.1.16@55006
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLjd_ZZCF@192.168.1.29@27407,DLjd_ZZCF@192.168.1.16@55007
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLm_DLjd@192.168.1.29@27408,DLm_DLjd@192.168.1.16@55008
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLm_DLp@192.168.1.29@27409,DLm_DLp@192.168.1.16@55009
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLm_DLy@192.168.1.29@27410,DLm_DLy@192.168.1.16@55010
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLm_ZZCF@192.168.1.29@27411,DLm_ZZCF@192.168.1.16@55011
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLm_ZZOI@192.168.1.29@27412,DLm_ZZOI@192.168.1.16@55012
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLm_ZZSR@192.168.1.29@27413,DLm_ZZSR@192.168.1.16@55013
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLp_ZZCF@192.168.1.29@27414,DLp_ZZCF@192.168.1.16@55014
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLp_ZZOI@192.168.1.29@27415,DLp_ZZOI@192.168.1.16@55015
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLp_ZZRM@192.168.1.29@27416,DLp_ZZRM@192.168.1.16@55016
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLy_ZZCF@192.168.1.29@27417,DLy_ZZCF@192.168.1.16@55017
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,DLy_ZZRM@192.168.1.29@27418,DLy_ZZRM@192.168.1.16@55018
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,ZZCF_ZZOI@192.168.1.29@27419,ZZCF_ZZOI@192.168.1.16@55019
Cn.Com.60B.CPA@CnCom.Id107218.A,Cn.Com.60B.CPA@CnCom.Id107218.A,ZZOI_ZZRM@192.168.1.29@27420,ZZOI_ZZRM@192.168.1.16@55020
